forecaster,cycle,date,state,call,source,notes
Cook,2008,3/7/2007,ND,Solid R,2007_gov_ratings_mar7.pdf,
Cook,2008,3/7/2007,NH,Solid D,2007_gov_ratings_mar7.pdf,
Cook,2008,3/7/2007,UT,Solid R,2007_gov_ratings_mar7.pdf,
Cook,2008,3/7/2007,VT,Likely R,2007_gov_ratings_mar7.pdf,
Cook,2008,3/7/2007,WA,Lean D,2007_gov_ratings_mar7.pdf,
Cook,2008,3/7/2007,WV,Solid D,2007_gov_ratings_mar7.pdf,
Cook,2008,5/13/2008,DE,Likely D,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,IN,Toss-up,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,MO,Toss-up,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,MT,Solid D,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,NC,Lean D,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,ND,Solid R,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,NH,Solid D,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,UT,Solid R,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,VT,Likely R,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,WA,Toss-up,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/13/2008,WV,Solid D,https://web.archive.org/web/20081016024642/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-13_14-20-34.php,
Cook,2008,5/19/2008,DE,Likely D,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,IN,Toss-up,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,MO,Toss-up,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,MT,Solid D,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,NC,Lean D,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,ND,Solid R,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,NH,Solid D,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,UT,Solid R,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,VT,Likely R,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,WA,Toss-up,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/19/2008,WV,Solid D,https://web.archive.org/web/20081022213122/http://www.cookpolitical.com/charts/governors/raceratings_2008-05-19_14-22-40.php,
Cook,2008,5/3/2007,DE,Likely D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,IN,Lean R,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,MO,Toss-up,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,MT,Solid D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,NC,Lean D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,ND,Solid R,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,NH,Solid D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,UT,Solid R,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,VT,Likely R,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,WA,Lean D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,5/3/2007,WV,Solid D,2007 2008 Governors Race Ratings.pdf,
Cook,2008,6/13/2007,DE,Likely D,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,IN,Lean R,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,MO,Toss-up,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,MT,Solid D,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,NC,Lean D,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,ND,Solid R,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,NH,Solid D,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,UT,Solid R,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,VT,Likely R,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,WA,Lean D,2007 2008 gov_ratings_jun13,
Cook,2008,6/13/2007,WV,Solid D,2007 2008 gov_ratings_jun13,
Cook,2008,9/11/2008,DE,Likely D,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,IN,Lean R,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,MO,Toss-up,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,MT,Solid D,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,NC,Toss-up,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,ND,Solid R,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,NH,Solid D,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,UT,Solid R,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,VT,Likely R,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,WA,Toss-up,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/11/2008,WV,Solid D,https://web.archive.org/web/20081022213008/http://www.cookpolitical.com/charts/governors/raceratings_2008-09-11_12-33-01.php,
Cook,2008,9/27/2007,DE,Likely D,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,IN,Lean R,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,MO,Toss-up,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,MT,Solid D,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,NC,Lean D,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,ND,Solid R,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,NH,Solid D,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,UT,Solid R,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,VT,Likely R,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,WA,Lean D,2007 2008 gov_ratings_sep27.pdf,
Cook,2008,9/27/2007,WV,Solid D,2007 2008 gov_ratings_sep27.pdf,
Cook,2010,1/14/2010,AK,Likely R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,AL,Lean R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,AR,Solid D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,AZ,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,CA,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,CO,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,CT,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,FL,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,GA,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,HI,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,IA,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,ID,Solid R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,IL,Lean D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,KS,Likely R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,MA,Lean D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,MD,Solid D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,ME,Likely D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,MI,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,MN,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,NE,Solid R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,NH,Solid D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,NM,Likely D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,NV,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,NY,Solid D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,OH,Lean D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,OK,Lean R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,OR,Likely D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,PA,Lean D,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,RI,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,SC,Likely R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,SD,Solid R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,TN,Lean R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,TX,Lean R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,UT,Likely R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,VT,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,WI,Toss-up,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/14/2010,WY,Lean R,https://web.archive.org/web/20101028145136/http://cookpolitical.com/charts/governors/raceratings_2010-01-14_09-47-43.php,
Cook,2010,1/22/2009,AK,Solid R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,AL,Likely R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,AR,Solid D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,AZ,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,CA,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,CO,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,CT,Likely R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,FL,Lean R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,GA,Lean R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,HI,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,IA,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,ID,Solid R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,IL,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,KS,Lean R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,MA,Solid D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,MD,Solid D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,ME,Likely D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,MI,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,MN,Lean R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,NE,Solid R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,NH,Solid D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,NM,Likely D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,NV,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,NY,Solid D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,OH,Likely D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,OK,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,OR,Likely D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,PA,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,RI,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,SC,Solid R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,SD,Likely R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,TN,Toss-up,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,TX,Likely R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,VT,Likely R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,WI,Lean D,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/22/2009,WY,Lean R,https://web.archive.org/web/20101028152531/http://cookpolitical.com/charts/governors/raceratings_2009-01-22_11-16-07.php,
Cook,2010,1/30/2009,AK,Solid R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,AL,Likely R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,AR,Solid D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,AZ,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,CA,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,CO,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,CT,Likely R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,FL,Lean R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,GA,Lean R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,HI,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,IA,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,ID,Solid R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,IL,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,KS,Lean R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,MA,Solid D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,MD,Solid D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,ME,Likely D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,MI,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,MN,Lean R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,NE,Solid R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,NH,Solid D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,NM,Likely D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,NV,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,NY,Solid D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,OH,Likely D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,OK,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,OR,Likely D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,PA,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,RI,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,SC,Solid R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,SD,Likely R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,TN,Toss-up,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,TX,Likely R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,VT,Likely R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,WI,Lean D,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,1/30/2009,WY,Lean R,https://web.archive.org/web/20101028140928/http://cookpolitical.com/charts/governors/raceratings_2009-01-30_11-47-49.php,
Cook,2010,10/14/2010,AK,Solid R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,AL,Likely R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,AR,Solid D,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,AZ,Likely R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,CA,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,CO,Likely D,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,CT,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,FL,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,GA,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,HI,Lean D,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,IA,Likely R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,ID,Solid R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,IL,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,KS,Solid R,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,MA,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
Cook,2010,10/14/2010,MD,Toss-up,https://web.archive.org/web/20101028141343/http://cookpolitical.com/charts/governors/raceratings_2010-10-14_12-35-09.php,
