forecaster,cycle,date,state,call,source,notes
Cook,2022,10/05/2021,TX,Likely R,,
Cook,2022,10/05/2021,VT,Solid R,,
Cook,2022,10/05/2021,WI,Lean D,,
Cook,2022,10/05/2021,WY,Solid R,,
Cook,2022,12/01/2021,AK,Solid R,,
Cook,2022,12/01/2021,AL,Solid R,,
Cook,2022,12/01/2021,AR,Solid R,,
Cook,2022,12/01/2021,AZ,Toss-up,,
Cook,2022,12/01/2021,CA,Solid D,,
Cook,2022,12/01/2021,CO,Solid D,,
Cook,2022,12/01/2021,CT,Solid D,,
Cook,2022,12/01/2021,FL,Lean R,,
Cook,2022,12/01/2021,GA,Lean R,,
Cook,2022,12/01/2021,GA,Toss-up,,
Cook,2022,12/01/2021,HI,Solid D,,
Cook,2022,12/01/2021,IA,Likely R,,
Cook,2022,12/01/2021,ID,Solid R,,
Cook,2022,12/01/2021,IL,Solid D,,
Cook,2022,12/01/2021,KS,Toss-up,,
Cook,2022,12/01/2021,MA,Lean D,,
Cook,2022,12/01/2021,MD,Lean D,,
Cook,2022,12/01/2021,ME,Likely D,,
Cook,2022,12/01/2021,MI,Lean D,,
Cook,2022,12/01/2021,MN,Likely D,,
Cook,2022,12/01/2021,NE,Solid R,,
Cook,2022,12/01/2021,NH,Solid R,,
Cook,2022,12/01/2021,NM,Solid D,,
Cook,2022,12/01/2021,NV,Lean D,,
Cook,2022,12/01/2021,NY,Likely D,,
Cook,2022,12/01/2021,OH,Likely R,,
Cook,2022,12/01/2021,OK,Solid R,,
Cook,2022,12/01/2021,OR,Solid D,,
Cook,2022,12/01/2021,PA,Toss-up,,
Cook,2022,12/01/2021,RI,Solid D,,
Cook,2022,12/01/2021,SC,Likely R,,
Cook,2022,12/01/2021,SD,Solid R,,
Cook,2022,12/01/2021,TN,Solid R,,
Cook,2022,12/01/2021,TX,Likely R,,
Cook,2022,12/01/2021,VT,Solid R,,
Cook,2022,12/01/2021,WI,Lean D,,
Cook,2022,12/01/2021,WY,Solid R,,
Cook,2022,12/03/2021,AK,Solid R,,
Cook,2022,12/03/2021,AL,Solid R,,
Cook,2022,12/03/2021,AR,Solid R,,
Cook,2022,12/03/2021,AZ,Toss-up,,
Cook,2022,12/03/2021,CA,Solid D,,
Cook,2022,12/03/2021,CO,Solid D,,
Cook,2022,12/03/2021,CT,Solid D,,
Cook,2022,12/03/2021,FL,Lean R,,
Cook,2022,12/03/2021,GA,Toss-up,,
Cook,2022,12/03/2021,HI,Solid D,,
Cook,2022,12/03/2021,IA,Solid R,,
Cook,2022,12/03/2021,ID,Solid R,,
Cook,2022,12/03/2021,IL,Solid D,,
Cook,2022,12/03/2021,KS,Toss-up,,
Cook,2022,12/03/2021,MA,Lean D,,
Cook,2022,12/03/2021,MD,Lean D,,
Cook,2022,12/03/2021,ME,Lean D,,
Cook,2022,12/03/2021,MI,Toss-up,,
Cook,2022,12/03/2021,MN,Likely D,,
Cook,2022,12/03/2021,NE,Solid R,,
Cook,2022,12/03/2021,NH,Solid R,,
Cook,2022,12/03/2021,NM,Likely D,,
Cook,2022,12/03/2021,NV,Toss-up,,
Cook,2022,12/03/2021,NY,Solid D,,
Cook,2022,12/03/2021,OH,Likely R,,
Cook,2022,12/03/2021,OK,Solid R,,
Cook,2022,12/03/2021,OR,Likely D,,
Cook,2022,12/03/2021,PA,Toss-up,,
Cook,2022,12/03/2021,RI,Solid D,,
Cook,2022,12/03/2021,SC,Solid R,,
Cook,2022,12/03/2021,SD,Solid R,,
Cook,2022,12/03/2021,TN,Solid R,,
Cook,2022,12/03/2021,TX,Likely R,,
Cook,2022,12/03/2021,VT,Solid R,,
Cook,2022,12/03/2021,WI,Toss-up,,
Cook,2022,12/03/2021,WY,Solid R,,
Crystal Ball,2002,10/31/2002,AK,Lean R,,
Crystal Ball,2002,10/31/2002,AL,Lean R,,
Crystal Ball,2002,10/31/2002,AR,Lean R,,
Crystal Ball,2002,10/31/2002,AZ,Lean D,,
Crystal Ball,2002,10/31/2002,CA,Lean D,,
Crystal Ball,2002,10/31/2002,CO,Solid R,,
Crystal Ball,2002,10/31/2002,CT,Likely R,,
Crystal Ball,2002,10/31/2002,FL,Lean R,,
Crystal Ball,2002,10/31/2002,GA,Likely D,,
Crystal Ball,2002,10/31/2002,HI,Lean R,,
Crystal Ball,2002,10/31/2002,IA,Lean D,,
Crystal Ball,2002,10/31/2002,ID,Likely R,,
Crystal Ball,2002,10/31/2002,IL,Likely D,,
Crystal Ball,2002,10/31/2002,KS,Lean D,,
Crystal Ball,2002,10/31/2002,MA,Lean D,,
Crystal Ball,2002,10/31/2002,MD,Lean R,,
Crystal Ball,2002,10/31/2002,ME,Likely D,,
Crystal Ball,2002,10/31/2002,MI,Likely D,,
Crystal Ball,2002,10/31/2002,MN,Lean R,,
Crystal Ball,2002,10/31/2002,NE,Likely R,,
Crystal Ball,2002,10/31/2002,NH,Likely R,,
Crystal Ball,2002,10/31/2002,NM,Likely D,,
Crystal Ball,2002,10/31/2002,NV,Solid R,,
Crystal Ball,2002,10/31/2002,NY,Likely R,,
Crystal Ball,2002,10/31/2002,OH,Solid R,,
Crystal Ball,2002,10/31/2002,OK,Lean R,,
Crystal Ball,2002,10/31/2002,OR,Lean D,,
Crystal Ball,2002,10/31/2002,PA,Likely D,,
Crystal Ball,2002,10/31/2002,RI,Lean D,,
Crystal Ball,2002,10/31/2002,SC,Lean R,,
Crystal Ball,2002,10/31/2002,SD,Likely R,,
Crystal Ball,2002,10/31/2002,TN,Lean D,,
Crystal Ball,2002,10/31/2002,TX,Likely R,,
Crystal Ball,2002,10/31/2002,VT,Toss-up,,
Crystal Ball,2002,10/31/2002,WI,Lean D,,
Crystal Ball,2002,10/31/2002,WY,Lean R,,
Crystal Ball,2002,9/3/2002,AK,Toss-up,,
Crystal Ball,2002,9/3/2002,AL,Lean R,,
Crystal Ball,2002,9/3/2002,AL,Likely R,,
Crystal Ball,2002,9/3/2002,AR,Likely R,,
Crystal Ball,2002,9/3/2002,CA,Likely D,,
Crystal Ball,2002,9/3/2002,CO,Solid R,,
Crystal Ball,2002,9/3/2002,CT,Likely R,,
Crystal Ball,2002,9/3/2002,FL,Likely R,,
Crystal Ball,2002,9/3/2002,GA,Likely D,,
Crystal Ball,2002,9/3/2002,HI,Likely R,,
Crystal Ball,2002,9/3/2002,IA,Toss-up,,
Crystal Ball,2002,9/3/2002,ID,Likely R,,
Crystal Ball,2002,9/3/2002,IL,Likely D,,
Crystal Ball,2002,9/3/2002,KS,Lean D,,
Crystal Ball,2002,9/3/2002,MA,Lean R,,
Crystal Ball,2002,9/3/2002,MD,Lean D,,
Crystal Ball,2002,9/3/2002,ME,Likely D,,
Crystal Ball,2002,9/3/2002,MI,Likely D,,
Crystal Ball,2002,9/3/2002,MN,Lean I,,
Crystal Ball,2002,9/3/2002,NE,Solid R,,
Crystal Ball,2002,9/3/2002,NH,Lean R,,
Crystal Ball,2002,9/3/2002,NM,Likely D,,
Crystal Ball,2002,9/3/2002,NV,Solid R,,
Crystal Ball,2002,9/3/2002,NY,Likely R,,
Crystal Ball,2002,9/3/2002,OH,Solid R,,
Crystal Ball,2002,9/3/2002,OK,Likely R,,
Crystal Ball,2002,9/3/2002,OR,Likely D,,
Crystal Ball,2002,9/3/2002,PA,Lean D,,
Crystal Ball,2002,9/3/2002,RI,Lean D,,
Crystal Ball,2002,9/3/2002,SC,Toss-up,,
Crystal Ball,2002,9/3/2002,SD,Lean R,,
Crystal Ball,2002,9/3/2002,TN,Lean D,,
Crystal Ball,2002,9/3/2002,TX,Lean R,,
Crystal Ball,2002,9/3/2002,VT,Lean D,,
Crystal Ball,2002,9/3/2002,WI,Lean D,,
Crystal Ball,2002,9/3/2002,WY,Lean R,,
Crystal Ball,2004,10/12/2004,DE,Likely D,,
Crystal Ball,2004,10/12/2004,IN,Lean R,,
Crystal Ball,2004,10/12/2004,MO,Toss-up,,
Crystal Ball,2004,10/12/2004,MT,Lean D,,
Crystal Ball,2004,10/12/2004,NC,Solid D,,
Crystal Ball,2004,10/12/2004,ND,Solid R,,
Crystal Ball,2004,10/12/2004,NH,Toss-up,,
Crystal Ball,2004,10/12/2004,UT,Toss-up,,
Crystal Ball,2004,10/12/2004,VT,Lean R,,
Crystal Ball,2004,10/12/2004,WA,Lean D,,
Crystal Ball,2004,10/12/2004,WV,Solid D,,
Crystal Ball,2004,10/4/2004,DE,Likely D,,
Crystal Ball,2004,10/4/2004,IN,Lean R,,
Crystal Ball,2004,10/4/2004,MO,Toss-up,,
Crystal Ball,2004,10/4/2004,MT,Lean D,,
Crystal Ball,2004,10/4/2004,NC,Solid D,,
Crystal Ball,2004,10/4/2004,ND,Solid R,,
Crystal Ball,2004,10/4/2004,NH,Solid R,,
Crystal Ball,2004,10/4/2004,UT,Toss-up,,
Crystal Ball,2004,10/4/2004,VT,Lean R,,
Crystal Ball,2004,10/4/2004,WA,Lean D,,
Crystal Ball,2004,10/4/2004,WV,Solid D,,
Crystal Ball,2004,11/1/2004,DE,Likely D,,
Crystal Ball,2004,11/1/2004,IN,Lean R,,
Crystal Ball,2004,11/1/2004,MO,Lean R,,
Crystal Ball,2004,11/1/2004,MT,Lean D,,
Crystal Ball,2004,11/1/2004,NC,Solid D,,
Crystal Ball,2004,11/1/2004,ND,Solid R,,
Crystal Ball,2004,11/1/2004,NH,Lean R,,
Crystal Ball,2004,11/1/2004,UT,Lean R,,
Crystal Ball,2004,11/1/2004,VT,Lean R,,
Crystal Ball,2004,11/1/2004,WA,Lean R,,
Crystal Ball,2004,11/1/2004,WV,Solid D,,
Crystal Ball,2004,2/20/2004,DE,Likely D,,
Crystal Ball,2004,2/20/2004,IN,Toss-up,,
Crystal Ball,2004,2/20/2004,MO,Lean R,,
Crystal Ball,2004,2/20/2004,MT,Lean D,,
Crystal Ball,2004,2/20/2004,NC,Lean D,,
Crystal Ball,2004,2/20/2004,ND,Solid R,,
Crystal Ball,2004,2/20/2004,NH,Solid R,,
Crystal Ball,2004,2/20/2004,UT,Toss-up,,
Crystal Ball,2004,2/20/2004,VT,Lean R,,
Crystal Ball,2004,2/20/2004,WA,Lean D,,
Crystal Ball,2004,2/20/2004,WV,Lean D,,
Crystal Ball,2004,4/12/2004,DE,Likely D,,
Crystal Ball,2004,4/12/2004,IN,Toss-up,,
Crystal Ball,2004,4/12/2004,MO,Lean R,,
Crystal Ball,2004,4/12/2004,MT,Lean D,,
Crystal Ball,2004,4/12/2004,NC,Lean D,,
Crystal Ball,2004,4/12/2004,ND,Solid R,,
Crystal Ball,2004,4/12/2004,NH,Solid R,,
Crystal Ball,2004,4/12/2004,UT,Toss-up,,
Crystal Ball,2004,4/12/2004,VT,Lean R,,
Crystal Ball,2004,4/12/2004,WA,Lean D,,
Crystal Ball,2004,4/12/2004,WV,Lean D,,
Crystal Ball,2004,6/3/2004,DE,Likely D,,
Crystal Ball,2004,6/3/2004,IN,Toss-up,,
Crystal Ball,2004,6/3/2004,MO,Lean R,,
Crystal Ball,2004,6/3/2004,MT,Lean D,,
Crystal Ball,2004,6/3/2004,NC,Lean D,,
Crystal Ball,2004,6/3/2004,ND,Solid R,,
Crystal Ball,2004,6/3/2004,NH,Solid R,,
Crystal Ball,2004,6/3/2004,UT,Toss-up,,
Crystal Ball,2004,6/3/2004,VT,Lean R,,
Crystal Ball,2004,6/3/2004,WA,Lean D,,
Crystal Ball,2004,6/3/2004,WV,Lean D,,
Crystal Ball,2004,8/4/2004,DE,Likely D,,
Crystal Ball,2004,8/4/2004,IN,Toss-up,,
Crystal Ball,2004,8/4/2004,MO,Toss-up,,
Crystal Ball,2004,8/4/2004,MT,Lean D,,
Crystal Ball,2004,8/4/2004,NC,Lean D,,
Crystal Ball,2004,8/4/2004,ND,Solid R,,
Crystal Ball,2004,8/4/2004,NH,Solid R,,
Crystal Ball,2004,8/4/2004,UT,Toss-up,,
Crystal Ball,2004,8/4/2004,VT,Lean R,,
Crystal Ball,2004,8/4/2004,WA,Lean D,,
Crystal Ball,2004,8/4/2004,WV,Lean D,,
Crystal Ball,2004,9/7/2004,DE,Likely D,,
Crystal Ball,2004,9/7/2004,IN,Toss-up,,
Crystal Ball,2004,9/7/2004,MO,Toss-up,,
Crystal Ball,2004,9/7/2004,MT,Lean D,,
Crystal Ball,2004,9/7/2004,NC,Lean D,,
Crystal Ball,2004,9/7/2004,ND,Solid R,,
Crystal Ball,2004,9/7/2004,NH,Solid R,,
Crystal Ball,2004,9/7/2004,UT,Toss-up,,
Crystal Ball,2004,9/7/2004,VT,Lean R,,
Crystal Ball,2004,9/7/2004,WA,Lean D,,
Crystal Ball,2004,9/7/2004,WV,Lean D,,
Crystal Ball,2006,10/12/2006,AK,Leans Republican,,
Crystal Ball,2006,10/12/2006,AL,Likely Republican,,
Crystal Ball,2006,10/12/2006,AR,Leans Democratic,,
Crystal Ball,2006,10/12/2006,AZ,Safe Democratic,,
Crystal Ball,2006,10/12/2006,CA,Likely Republican,,
Crystal Ball,2006,10/12/2006,CO,Leans Democratic,,
Crystal Ball,2006,10/12/2006,CT,Safe Republican,,
Crystal Ball,2006,10/12/2006,FL,Likely Republican,,
Crystal Ball,2006,10/12/2006,GA,Likely Republican,,
Crystal Ball,2006,10/12/2006,HI,Safe Republican,,
Crystal Ball,2006,10/12/2006,IA,Toss-up,,
Crystal Ball,2006,10/12/2006,ID,Likely Republican,,
Crystal Ball,2006,10/12/2006,IL,Leans Democratic,,
Crystal Ball,2006,10/12/2006,KS,Likely Democratic,,
Crystal Ball,2006,10/12/2006,MA,Leans Democratic,,
Crystal Ball,2006,10/12/2006,MD,Toss-up,,
Crystal Ball,2006,10/12/2006,ME,Leans Democratic,,
Crystal Ball,2006,10/12/2006,MI,Toss-up,,
Crystal Ball,2006,10/12/2006,MN,Toss-up,,
Crystal Ball,2006,10/12/2006,NE,Safe Republican,,
Crystal Ball,2006,10/12/2006,NH,Safe Democratic,,
Crystal Ball,2006,10/12/2006,NM,Safe Democratic,,
Crystal Ball,2006,10/12/2006,NV,Leans Republican,,
Crystal Ball,2006,10/12/2006,NY,Safe Democratic,,
Crystal Ball,2006,10/12/2006,OH,Likely Democratic,,
Crystal Ball,2006,10/12/2006,OK,Likely Democratic,,
Crystal Ball,2006,10/12/2006,OR,Toss-up,,
Crystal Ball,2006,10/12/2006,PA,Likely Democratic,,
Crystal Ball,2006,10/12/2006,RI,Leans Republican,,
Crystal Ball,2006,10/12/2006,SC,Likely Republican,,
Crystal Ball,2006,10/12/2006,SD,Safe Republican,,
Crystal Ball,2006,10/12/2006,TN,Safe Democratic,,
Crystal Ball,2006,10/12/2006,TX,Safe Republican,,
Crystal Ball,2006,10/12/2006,VT,Safe Republican,,
Crystal Ball,2006,10/12/2006,WI,Leans Democratic,,
Crystal Ball,2006,10/12/2006,WY,Safe Democratic,,
Crystal Ball,2006,10/26/2006,AK,Leans Republican,,
Crystal Ball,2006,10/26/2006,AL,Likely Republican,,
Crystal Ball,2006,10/26/2006,AR,Leans Democratic,,
Crystal Ball,2006,10/26/2006,AZ,Safe Democratic,,
Crystal Ball,2006,10/26/2006,CA,Likely Republican,,
Crystal Ball,2006,10/26/2006,CO,Leans Democratic,,
Crystal Ball,2006,10/26/2006,CT,Safe Republican,,
Crystal Ball,2006,10/26/2006,FL,Likely Republican,,
Crystal Ball,2006,10/26/2006,GA,Likely Republican,,
Crystal Ball,2006,10/26/2006,HI,Safe Republican,,
Crystal Ball,2006,10/26/2006,IA,Toss-up,,
Crystal Ball,2006,10/26/2006,ID,Leans Republican,,
Crystal Ball,2006,10/26/2006,IL,Leans Democratic,,
Crystal Ball,2006,10/26/2006,KS,Likely Democratic,,
Crystal Ball,2006,10/26/2006,MA,Leans Democratic,,
Crystal Ball,2006,10/26/2006,MD,Toss-up,,
Crystal Ball,2006,10/26/2006,ME,Leans Democratic,,
Crystal Ball,2006,10/26/2006,MI,Leans Democratic,,
Crystal Ball,2006,10/26/2006,MN,Toss-up,,
Crystal Ball,2006,10/26/2006,NE,Safe Republican,,
Crystal Ball,2006,10/26/2006,NH,Safe Democratic,,
Crystal Ball,2006,10/26/2006,NM,Safe Democratic,,
Crystal Ball,2006,10/26/2006,NV,Leans Republican,,
Crystal Ball,2006,10/26/2006,NY,Safe Democratic,,
Crystal Ball,2006,10/26/2006,OH,Likely Democratic,,
Crystal Ball,2006,10/26/2006,OK,Likely Democratic,,
Crystal Ball,2006,10/26/2006,OR,Toss-up,,
Crystal Ball,2006,10/26/2006,PA,Likely Democratic,,
Crystal Ball,2006,10/26/2006,RI,Leans Republican,,
Crystal Ball,2006,10/26/2006,SC,Likely Republican,,
Crystal Ball,2006,10/26/2006,SD,Safe Republican,,
Crystal Ball,2006,10/26/2006,TN,Safe Democratic,,
Crystal Ball,2006,10/26/2006,TX,Safe Republican,,
Crystal Ball,2006,10/26/2006,VT,Safe Republican,,
Crystal Ball,2006,10/26/2006,WI,Leans Democratic,,
Crystal Ball,2006,10/26/2006,WY,Safe Democratic,,
Crystal Ball,2006,11/2/2006,AK,Leans Republican,,
Crystal Ball,2006,11/2/2006,AL,Likely Republican,,
Crystal Ball,2006,11/2/2006,AR,Likely Democratic,,
Crystal Ball,2006,11/2/2006,AZ,Safe Democratic,,
Crystal Ball,2006,11/2/2006,CA,Likely Republican,,
Crystal Ball,2006,11/2/2006,CO,Likely Democratic,,
Crystal Ball,2006,11/2/2006,CT,Safe Republican,,
Crystal Ball,2006,11/2/2006,FL,Leans Republican,,
Crystal Ball,2006,11/2/2006,GA,Likely Republican,,
Crystal Ball,2006,11/2/2006,HI,Safe Republican,,
Crystal Ball,2006,11/2/2006,IA,Leans Democratic,,
Crystal Ball,2006,11/2/2006,ID,Leans Republican,,
Crystal Ball,2006,11/2/2006,IL,Leans Democratic,,
Crystal Ball,2006,11/2/2006,KS,Likely Democratic,,
Crystal Ball,2006,11/2/2006,MA,Likely Democratic,,
Crystal Ball,2006,11/2/2006,MD,Leans Democratic,,
Crystal Ball,2006,11/2/2006,ME,Leans Democratic,,
Crystal Ball,2006,11/2/2006,MI,Leans Democratic,,
Crystal Ball,2006,11/2/2006,MN,Toss-up,,
Crystal Ball,2006,11/2/2006,NE,Safe Republican,,
Crystal Ball,2006,11/2/2006,NH,Safe Democratic,,
Crystal Ball,2006,11/2/2006,NM,Safe Democratic,,
Crystal Ball,2006,11/2/2006,NV,Leans Republican,,
Crystal Ball,2006,11/2/2006,NY,Safe Democratic,,
Crystal Ball,2006,11/2/2006,OH,Likely Democratic,,
Crystal Ball,2006,11/2/2006,OK,Likely Democratic,,
Crystal Ball,2006,11/2/2006,OR,Toss-up,,
Crystal Ball,2006,11/2/2006,PA,Likely Democratic,,
Crystal Ball,2006,11/2/2006,RI,Leans Republican,,
Crystal Ball,2006,11/2/2006,SC,Likely Republican,,
Crystal Ball,2006,11/2/2006,SD,Safe Republican,,
Crystal Ball,2006,11/2/2006,TN,Safe Democratic,,
Crystal Ball,2006,11/2/2006,TX,Safe Republican,,
Crystal Ball,2006,11/2/2006,VT,Safe Republican,,
Crystal Ball,2006,11/2/2006,WI,Leans Democratic,,
Crystal Ball,2006,11/2/2006,WY,Safe Democratic,,
Crystal Ball,2006,2/2/2006,AK,Toss-up,,
Crystal Ball,2006,2/2/2006,AL,Toss-up,,
Crystal Ball,2006,2/2/2006,AR,Toss-up,,
Crystal Ball,2006,2/2/2006,AZ,Likely Democratic,,
Crystal Ball,2006,2/2/2006,CA,Toss-up,,
Crystal Ball,2006,2/2/2006,CO,Leans Republican,,
Crystal Ball,2006,2/2/2006,CT,Likely Republican,,
Crystal Ball,2006,2/2/2006,FL,Toss-up,,
Crystal Ball,2006,2/2/2006,GA,Leans Republican,,
Crystal Ball,2006,2/2/2006,HI,Likely Republican,,
Crystal Ball,2006,2/2/2006,IA,Toss-up,,
Crystal Ball,2006,2/2/2006,ID,Safe Republican,,
Crystal Ball,2006,2/2/2006,IL,Toss-up,,
Crystal Ball,2006,2/2/2006,KS,Likely Democratic,,
Crystal Ball,2006,2/2/2006,MA,Leans Democratic,,
Crystal Ball,2006,2/2/2006,MD,Toss-up,,
Crystal Ball,2006,2/2/2006,ME,Leans Democratic,,
Crystal Ball,2006,2/2/2006,MI,Leans Democratic,,
Crystal Ball,2006,2/2/2006,MN,Leans Republican,,
Crystal Ball,2006,2/2/2006,NE,Likely Republican,,
Crystal Ball,2006,2/2/2006,NH,Likely Democratic,,
Crystal Ball,2006,2/2/2006,NM,Likely Democratic,,
Crystal Ball,2006,2/2/2006,NV,Toss-up,,
Crystal Ball,2006,2/2/2006,NY,Leans Democratic,,
Crystal Ball,2006,2/2/2006,OH,Leans Democratic,,
Crystal Ball,2006,2/2/2006,OK,Leans Democratic,,
Crystal Ball,2006,2/2/2006,OR,Leans Democratic,,
Crystal Ball,2006,2/2/2006,PA,Leans Democratic,,
Crystal Ball,2006,2/2/2006,RI,Likely Republican,,
Crystal Ball,2006,2/2/2006,SC,Likely Republican,,
Crystal Ball,2006,2/2/2006,SD,Safe Republican,,
Crystal Ball,2006,2/2/2006,TN,Likely Democratic,,
Crystal Ball,2006,2/2/2006,TX,Likely Republican,,
Crystal Ball,2006,2/2/2006,VT,Likely Republican,,
Crystal Ball,2006,2/2/2006,WI,Leans Democratic,,
Crystal Ball,2006,2/2/2006,WY,Safe Democratic,,
Crystal Ball,2006,3/30/2006,AK,Toss-up,,
Crystal Ball,2006,3/30/2006,AL,Leans Republican,,
Crystal Ball,2006,3/30/2006,AR,Leans Democratic,,
Crystal Ball,2006,3/30/2006,AZ,Likely Democratic,,
Crystal Ball,2006,3/30/2006,CA,Leans Republican,,
Crystal Ball,2006,3/30/2006,CO,Toss-up,,
Crystal Ball,2006,3/30/2006,CT,Likely Republican,,
Crystal Ball,2006,3/30/2006,FL,Leans Republican,,
Crystal Ball,2006,3/30/2006,GA,Likely Republican,,
Crystal Ball,2006,3/30/2006,HI,Likely Republican,,
Crystal Ball,2006,3/30/2006,IA,Toss-up,,
Crystal Ball,2006,3/30/2006,ID,Safe Republican,,
Crystal Ball,2006,3/30/2006,IL,Leans Democratic,,
Crystal Ball,2006,3/30/2006,KS,Likely Democratic,,
Crystal Ball,2006,3/30/2006,MA,Leans Democratic,,
Crystal Ball,2006,3/30/2006,MD,Leans Republican,,
Crystal Ball,2006,3/30/2006,ME,Leans Democratic,,
Crystal Ball,2006,3/30/2006,MI,Leans Democratic,,
Crystal Ball,2006,3/30/2006,MN,Leans Republican,,
Crystal Ball,2006,3/30/2006,NE,Likely Republican,,
Crystal Ball,2006,3/30/2006,NH,Likely Democratic,,
Crystal Ball,2006,3/30/2006,NM,Likely Democratic,,
Crystal Ball,2006,3/30/2006,NV,Leans Republican,,
Crystal Ball,2006,3/30/2006,NY,Likely Democratic,,
Crystal Ball,2006,3/30/2006,OH,Leans Democratic,,
Crystal Ball,2006,3/30/2006,OK,Likely Democratic,,
Crystal Ball,2006,3/30/2006,OR,Leans Democratic,,
Crystal Ball,2006,3/30/2006,PA,Leans Democratic,,
Crystal Ball,2006,3/30/2006,RI,Likely Republican,,
Crystal Ball,2006,3/30/2006,SC,Likely Republican,,
Crystal Ball,2006,3/30/2006,SD,Safe Republican,,
Crystal Ball,2006,3/30/2006,TN,Likely Democratic,,
Crystal Ball,2006,3/30/2006,TX,Likely Republican,,
Crystal Ball,2006,3/30/2006,VT,Likely Republican,,
Crystal Ball,2006,3/30/2006,WI,Leans Democratic,,
Crystal Ball,2006,3/30/2006,WY,Safe Democratic,,
Crystal Ball,2006,9/15/2006,AK,Leans Republican,,
Crystal Ball,2006,9/15/2006,AL,Likely Republican,,
Crystal Ball,2006,9/15/2006,AR,Leans Democratic,,
Crystal Ball,2006,9/15/2006,AZ,Safe Democratic,,
Crystal Ball,2006,9/15/2006,CA,Leans Republican,,
Crystal Ball,2006,9/15/2006,CO,Leans Democratic,,
Crystal Ball,2006,9/15/2006,CT,Safe Republican,,
Crystal Ball,2006,9/15/2006,FL,Leans Republican,,
Crystal Ball,2006,9/15/2006,GA,Likely Republican,,
Crystal Ball,2006,9/15/2006,HI,Likely Republican,,
Crystal Ball,2006,9/15/2006,IA,Toss-up,,
Crystal Ball,2006,9/15/2006,ID,Safe Republican,,
Crystal Ball,2006,9/15/2006,IL,Leans Democratic,,
Crystal Ball,2006,9/15/2006,KS,Likely Democratic,,
Crystal Ball,2006,9/15/2006,MA,Leans Democratic,,
Crystal Ball,2006,9/15/2006,MD,Toss-up,,
Crystal Ball,2006,9/15/2006,ME,Leans Democratic,,
Crystal Ball,2006,9/15/2006,MI,Toss-up,,
Crystal Ball,2006,9/15/2006,MN,Leans Republican,,
Crystal Ball,2006,9/15/2006,NE,Safe Republican,,
Crystal Ball,2006,9/15/2006,NH,Safe Democratic,,
Crystal Ball,2006,9/15/2006,NM,Safe Democratic,,
Crystal Ball,2006,9/15/2006,NV,Leans Republican,,
Crystal Ball,2006,9/15/2006,NY,Safe Democratic,,
Crystal Ball,2006,9/15/2006,OH,Likely Democratic,,
Crystal Ball,2006,9/15/2006,OK,Likely Democratic,,
Crystal Ball,2006,9/15/2006,OR,Leans Democratic,,
Crystal Ball,2006,9/15/2006,PA,Leans Democratic,,
Crystal Ball,2006,9/15/2006,RI,Leans Republican,,
Crystal Ball,2006,9/15/2006,SC,Likely Republican,,
Crystal Ball,2006,9/15/2006,SD,Safe Republican,,
Crystal Ball,2006,9/15/2006,TN,Safe Democratic,,
Crystal Ball,2006,9/15/2006,TX,Safe Republican,,
Crystal Ball,2006,9/15/2006,VT,Likely Republican,,
Crystal Ball,2006,9/15/2006,WI,Leans Democratic,,
Crystal Ball,2006,9/15/2006,WY,Safe Democratic,,
Crystal Ball,2006,9/6/2006,AK,Toss-up,,
Crystal Ball,2006,9/6/2006,AL,Likely Republican,,
Crystal Ball,2006,9/6/2006,AR,Leans Democratic,,
Crystal Ball,2006,9/6/2006,AZ,Safe Democratic,,
Crystal Ball,2006,9/6/2006,CA,Leans Republican,,
Crystal Ball,2006,9/6/2006,CO,Leans Democratic,,
Crystal Ball,2006,9/6/2006,CT,Safe Republican,,
Crystal Ball,2006,9/6/2006,FL,Leans Republican,,
Crystal Ball,2006,9/6/2006,GA,Likely Republican,,
Crystal Ball,2006,9/6/2006,HI,Likely Republican,,
Crystal Ball,2006,9/6/2006,IA,Toss-up,,
Crystal Ball,2006,9/6/2006,ID,Safe Republican,,
Crystal Ball,2006,9/6/2006,IL,Leans Democratic,,
Crystal Ball,2006,9/6/2006,KS,Likely Democratic,,
Crystal Ball,2006,9/6/2006,MA,Toss-up,,
Crystal Ball,2006,9/6/2006,MD,Toss-up,,
Crystal Ball,2006,9/6/2006,ME,Leans Democratic,,
Crystal Ball,2006,9/6/2006,MI,Toss-up,,
Crystal Ball,2006,9/6/2006,MN,Leans Republican,,
Crystal Ball,2006,9/6/2006,NE,Safe Republican,,
Crystal Ball,2006,9/6/2006,NH,Safe Democratic,,
Crystal Ball,2006,9/6/2006,NM,Safe Democratic,,
Crystal Ball,2006,9/6/2006,NV,Leans Republican,,
Crystal Ball,2006,9/6/2006,NY,Safe Democratic,,
Crystal Ball,2006,9/6/2006,OH,Likely Democratic,,
Crystal Ball,2006,9/6/2006,OK,Likely Democratic,,
Crystal Ball,2006,9/6/2006,OR,Leans Democratic,,
Crystal Ball,2006,9/6/2006,PA,Leans Democratic,,
Crystal Ball,2006,9/6/2006,RI,Likely Republican,,
Crystal Ball,2006,9/6/2006,SC,Likely Republican,,
Crystal Ball,2006,9/6/2006,SD,Safe Republican,,
Crystal Ball,2006,9/6/2006,TN,Safe Democratic,,
Crystal Ball,2006,9/6/2006,TX,Safe Republican,,
Crystal Ball,2006,9/6/2006,VT,Likely Republican,,
